Year,Station ID,County,Signing,State Route,County Road,Road Name,Beginning Description,Ending Description,Municipality,Length,Functional Class,Ramp,Bridge,Railroad Crossing,One Way,Count,address,latitude2,longitude2
2019,22038,Kings,,,,SARATOGA AVE,E 98TH ST,E NEW YORK AVE,Brooklyn,84,17,,,,Y,4903.0,Brooklyn SARATOGA AVE E 98TH ST E NEW YORK AVE,40.6664001,-73.9243788
2019,22038,Kings,,,,SARATOGA AVE,E 98TH ST,E NEW YORK AVE,Brooklyn,84,17,,,,Y,4903.0,Brooklyn SARATOGA AVE E 98TH ST E NEW YORK AVE,40.6664001,-73.9243788
2019,22038,Kings,,,,SARATOGA AVE,E 98TH ST,E NEW YORK AVE,Brooklyn,84,17,,,,Y,4903.0,Brooklyn SARATOGA AVE E 98TH ST E NEW YORK AVE,40.6664001,-73.9243788
2019,22038,Kings,,,,SARATOGA AVE,E 98TH ST,E NEW YORK AVE,Brooklyn,84,17,,,,Y,4903.0,Brooklyn SARATOGA AVE E 98TH ST E NEW YORK AVE,40.6664001,-73.9243788
2019,22038,Kings,,,,SARATOGA AVE,E 98TH ST,E NEW YORK AVE,Brooklyn,84,17,,,,Y,4903.0,Brooklyn SARATOGA AVE E 98TH ST E NEW YORK AVE,40.6664001,-73.9243788
2019,22039,Kings,,,,11TH AVE,BAY RIDGE AVE,65TH ST,Brooklyn,20,17,,,,,8200.0,Brooklyn 11TH AVE BAY RIDGE AVE 65TH ST,40.626361,-74.008299
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22040,Kings,,,,AVENUE M,MCDONALD AVE,E 32ND ST,Brooklyn,164,16,,,,,9741.0,Brooklyn AVENUE M MCDONALD AVE E 32ND ST,40.6164244,-73.97444039999999
2019,22041,Kings,,,,BAY RIDGE AVE,SHORE RD,6TH AVE,Brooklyn,102,16,,,,,14281.0,Brooklyn BAY RIDGE AVE SHORE RD 6TH AVE,40.6388208,-74.0359701
2019,22042,Kings,,,,SNYDER AVE,FLATBUSH AVE,RALPH AVE,Brooklyn,199,16,,,,,12597.0,Brooklyn SNYDER AVE FLATBUSH AVE RALPH AVE,40.6774631,-73.9217837
2019,22043,Kings,,,,CLARENDON RD,FLATBUSH AVE,RALPH AVE,Brooklyn,198,16,,,,,11840.0,Brooklyn CLARENDON RD FLATBUSH AVE RALPH AVE,40.6787336,-73.9215528
2019,22044,Kings,,,,KINGS HWY,MCDONALD AVE,OCEAN AVE NB,Brooklyn,110,16,,,,,7218.0,Brooklyn KINGS HWY MCDONALD AVE OCEAN AVE NB,46.5653163,-66.46191639999999
2019,22045,Kings,,,,QUINCY ST,CLASSON AVE,BROADWAY,Brooklyn,192,16,,,,Y,1769.0,Brooklyn QUINCY ST CLASSON AVE BROADWAY,40.685951,-73.959423
2019,22046,Kings,,,,SCHENCK AVE,NEW LOTS AVE,JAMAICA AVE,Brooklyn,117,17,,,,Y,2568.0,Brooklyn SCHENCK AVE NEW LOTS AVE JAMAICA AVE,40.691421,-73.86651
2019,22047,Kings,,,,AVENUE Z,SHELL RD NB,NOSTRAND AVE,Brooklyn,183,16,,,,,9668.0,Brooklyn AVENUE Z SHELL RD NB NOSTRAND AVE,40.6414369,-73.9485659
2019,22048,Kings,,,,THROOP AVE,FULTON ST,BROADWAY,Brooklyn,183,16,,,,Y,5795.0,Brooklyn THROOP AVE FULTON ST BROADWAY,40.680294,-73.940331
2019,22049,Kings,,,,BROOKLYN AVE,AVE H,LINDEN BLVD,Brooklyn,145,17,,,,,9534.0,Brooklyn BROOKLYN AVE AVE H LINDEN BLVD,40.6579899,-73.8961789
2019,22050,Kings,,,,LORIMER ST,LEE AVE,BEDFORD AVE,Brooklyn,177,17,,,,,5325.0,Brooklyn LORIMER ST LEE AVE BEDFORD AVE,40.6537842,-73.9561746
2019,22052,Kings,,,,AVENUE D,FLATBUSH AVE,KINGS HWY,Brooklyn,159,16,,,,,8868.0,Brooklyn AVENUE D FLATBUSH AVE KINGS HWY,40.6405497,-73.9557507
2019,22053,Kings,,,,CENTRAL AVE,FLUSHING AVE,COOPER ST,Brooklyn,173,17,,,,Y,8220.0,Brooklyn CENTRAL AVE FLUSHING AVE COOPER ST,40.7028448,-73.93352019999999
2019,22054,Kings,,,,CLASSON AVE,WASHINGTON AVE,MYRTLE AVE,Brooklyn,175,16,,,,Y,7832.0,Brooklyn CLASSON AVE WASHINGTON AVE MYRTLE AVE,40.6888909,-73.9600007
2019,22055,Kings,,,,E NEW YORK AVE,PITKIN AVE,ATLANTIC AVE,Brooklyn,102,16,,,,,9823.0,Brooklyn E NEW YORK AVE PITKIN AVE ATLANTIC AVE,40.6684486,-73.9193674
2019,22056,Kings,,,,AVENUE L,OCEAN PKWY,FLATBUSH AVE,Brooklyn,171,17,,,,,10639.0,Brooklyn AVENUE L OCEAN PKWY FLATBUSH AVE,40.619399,-73.9695091
2019,22057,Kings,,,,NEW LOTS AVE,HEGEMAN AVE,DUMONT AVE,Brooklyn,169,16,,,,,7333.0,Brooklyn NEW LOTS AVE HEGEMAN AVE DUMONT AVE,40.6682689,-73.8811494
2019,22058,Kings,,,,WILSON AVE,COOPER ST,FLUSHING AVE,Brooklyn,166,16,,,,,7071.0,Brooklyn WILSON AVE COOPER ST FLUSHING AVE,40.7020774,-73.9363198
2019,22059,Kings,,,,PROSPECT AVE,OCEAN PKWY,3RD AVE,Brooklyn,162,16,,,,,4421.0,Brooklyn PROSPECT AVE OCEAN PKWY 3RD AVE,40.6505172,-73.97570189999999
2019,22060,Kings,,,,AVENUE N,MCDONALD AVE,KINGS HIGHWAY,Brooklyn,162,16,,,,Y,11416.0,Brooklyn AVENUE N MCDONALD AVE KINGS HIGHWAY,40.6140862,-73.97398299999999
2019,22061,Kings,,,,RIDGE BLVD,MARINE AVE,67TH ST,Brooklyn,152,17,,,,,4292.0,Brooklyn RIDGE BLVD MARINE AVE 67TH ST,40.6166821,-74.0356707
2019,22062,Kings,,,,AVENUE K,OCEAN PKWY,FLATBUSH AVE,Brooklyn,160,17,,,,,7009.0,Brooklyn AVENUE K OCEAN PKWY FLATBUSH AVE,40.6459145,-73.9580258
2019,22063,Kings,,,,RALPH AVE,EASTERN PKWY,BROADWAY,Brooklyn,156,16,,,,,8968.0,Brooklyn RALPH AVE EASTERN PKWY BROADWAY,40.6717905,-73.9634803
2019,22064,Kings,,,,COLONIAL RD,92ND ST,WAKEMAN PL,Brooklyn,148,16,,,,,4499.0,Brooklyn COLONIAL RD 92ND ST WAKEMAN PL,40.6206021,-74.0381202
2019,22065,Kings,,,,EMPIRE BLVD,FLATBUSH AVE,E NEW YORK AVE,Brooklyn,167,16,,,,,13991.0,Brooklyn EMPIRE BLVD FLATBUSH AVE E NEW YORK AVE,40.663139,-73.961777
2019,22066,Kings,,,,Marcus Garvey/S,FULTON ST,BROADWAY,Brooklyn,144,16,,,,Y,10340.0,Brooklyn Marcus Garvey/S FULTON ST BROADWAY,40.7217906,-73.9998693
2019,22067,Kings,,,,AVENUE H,CAMPUS RD,GLENWOOD RD,Brooklyn,142,17,,,,,11692.0,Brooklyn AVENUE H CAMPUS RD GLENWOOD RD,40.6305929,-73.9566246
2019,22068,Kings,,,,LEFFERTS AVE,FLATBUSH AVE,EMPIRE AVE,Brooklyn,151,17,,,,,6408.0,Brooklyn LEFFERTS AVE FLATBUSH AVE EMPIRE AVE,40.662964,-73.962158
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,E NEW YORK AVE,EASTERN PKWY,Brooklyn,14,17,,,,,8240.0,Brooklyn MOTHER GASTON B E NEW YORK AVE EASTERN PKWY,40.6644427,-73.9054715
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22069,Kings,,,,MOTHER GASTON B,LINDEN BLVD,EAST NEW YORK AVE,Brooklyn,130,17,,,,,8240.0,Brooklyn MOTHER GASTON B LINDEN BLVD EAST NEW YORK AVE,40.6579899,-73.8961789
2019,22070,Kings,,,,SMITH ST,HAMILTON AVE,FULTON ST,Brooklyn,144,16,,,,Y,2406.0,Brooklyn SMITH ST HAMILTON AVE FULTON ST,40.6723372,-73.99910659999999
2019,22071,Kings,,,,TOMPKINS AVE,FULTON ST,FLUSHING AVE,Brooklyn,140,16,,,,Y,7540.0,Brooklyn TOMPKINS AVE FULTON ST FLUSHING AVE,40.6898391,-73.9452019
2019,22072,Kings,,,,AVENUE S,OCEAN PKWY,GERRITSEN AVE,Brooklyn,143,17,,,,,8131.0,Brooklyn AVENUE S OCEAN PKWY GERRITSEN AVE,40.5981691,-73.9311207
2019,22073,Kings,,,,AVENUE L,E 80TH ST,E 108TH ST,Brooklyn,140,17,,,,,7093.0,Brooklyn AVENUE L E 80TH ST E 108TH ST,40.6461838,-73.8895095
2019,22074,Kings,,,,MORGAN AVE,FLUSHING AVE,MEEKER AVE,Brooklyn,142,16,,,Y,,13008.0,Brooklyn MORGAN AVE FLUSHING AVE MEEKER AVE,40.7211434,-73.9428076
2019,22075,Kings,,,,MARCY AVE,FULTON ST,METROPOLITAN AVE,Brooklyn,256,16,,Y,,Y,5488.0,Brooklyn MARCY AVE FULTON ST METROPOLITAN AVE,40.7127152,-73.9009714
2019,22076,Kings,,,,3RD ST,3RD AVE,PROSPECT PARK W,Brooklyn,88,16,,,,Y,2095.0,Brooklyn 3RD ST 3RD AVE PROSPECT PARK W,40.6682362,-73.9738301
2019,22077,Kings,,,,AVENUE O,KINGS HWY,CONEY ISLAND AVE,Brooklyn,81,16,,,,Y,6861.0,Brooklyn AVENUE O KINGS HWY CONEY ISLAND AVE,40.607231,-73.962471
2019,22078,Kings,,,,DRIGGS AVE,DIVISION AVE,LEONARD ST,Brooklyn,139,16,,,,Y,6187.0,Brooklyn DRIGGS AVE DIVISION AVE LEONARD ST,40.7076805,-73.96274149999999
2019,22079,Kings,,,,LEWIS AVE,FULTON ST,BROADWAY,Brooklyn,133,16,,,,Y,7041.0,Brooklyn LEWIS AVE FULTON ST BROADWAY,40.7594434,-73.9851362
2019,22080,Kings,,,,ALBANY AVE,GLENWOOD RD,CORTELYOU RD,Brooklyn,71,16,,,,,6329.0,Brooklyn ALBANY AVE GLENWOOD RD CORTELYOU RD,40.6412697,-73.9639694
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,STILLWELL AVE,Brooklyn,104,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE STILLWELL AVE,40.5907914,-73.9841274
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22081,Kings,,,,BENSON AVE,20TH AVE,18TH AVE,Brooklyn,30,16,,,,,6014.0,Brooklyn BENSON AVE 20TH AVE 18TH AVE,40.6024644,-73.9992736
2019,22082,Kings,,,,E 108TH ST,SEAVIEW AVE,STANLEY AVE,Brooklyn,131,16,,,,,8382.0,Brooklyn E 108TH ST SEAVIEW AVE STANLEY AVE,40.6619009,-73.8780245
2019,22084,Kings,,,,ROCKAWAY PKWY,LINDEN BLVD,EAST NY AVE,Brooklyn,107,16,,,,,23574.0,Brooklyn ROCKAWAY PKWY LINDEN BLVD EAST NY AVE,40.6540711,-73.9121822
2019,22085,Kings,,,,10TH AVE,86TH ST,65TH AVE,Brooklyn,105,16,,,,,5281.0,Brooklyn 10TH AVE 86TH ST 65TH AVE,40.6180555,-74.0205182
2019,22086,Kings,,,,GERRITSEN AVE,DEAD END,KNAPP ST,Brooklyn,129,17,,,,,8077.0,Brooklyn GERRITSEN AVE DEAD END KNAPP ST,40.5925329,-73.9326062
2019,22087,Kings,,,,GRAHAM AVE,BROADWAY,MEEKER AVE,Brooklyn,128,16,,,,,7211.0,Brooklyn GRAHAM AVE BROADWAY MEEKER AVE,40.7211434,-73.9428076
2019,22088,Kings,,,,37TH ST,7TH AVE,DAHILL RD,Brooklyn,125,16,,,,Y,10797.0,Brooklyn 37TH ST 7TH AVE DAHILL RD,40.7378519,-74.0002251
2019,22089,Kings,,,,NEW UTRECHT AV,60TH ST,9TH AVE,Brooklyn,129,16,,,,,7049.0,Brooklyn NEW UTRECHT AV 60TH ST 9TH AVE,40.6276452,-73.9965938
2019,22090,Kings,,,,BATH AVE,BAY PKWY,14TH AVE,Brooklyn,120,16,,,,,8936.0,Brooklyn BATH AVE BAY PKWY 14TH AVE,40.59855810000001,-73.9973591
2019,22091,Kings,,,,STUYVESANT AVE,FULTON ST,BROADWAY,Brooklyn,121,16,,,,Y,5496.0,Brooklyn STUYVESANT AVE FULTON ST BROADWAY,40.6796917,-73.9314957
2019,22092,Kings,,,,COZINE AVE,PENNSYLVNIA AVE,CRESCENT ST,Brooklyn,122,17,,,,,2959.0,Brooklyn COZINE AVE PENNSYLVNIA AVE CRESCENT ST,40.6541711,-73.8872436
2019,22093,Kings,,,,DAHILL RD,18TH AVE,CATON AVE,Brooklyn,118,17,,,,,9986.0,Brooklyn DAHILL RD 18TH AVE CATON AVE,40.6496021,-73.9679311
2019,22094,Kings,,,,FLATLANDS AVE,PENNSYLVANIA AVE,FOUNTAIN AVE,Brooklyn,114,16,,,,,10216.0,Brooklyn FLATLANDS AVE PENNSYLVANIA AVE FOUNTAIN AVE,40.6660801,-73.8712619
2019,22095,Kings,,,,MANHATTAN AVE,DRIGGS AVE,ASH ST,Brooklyn,116,16,,,,,9726.0,Brooklyn MANHATTAN AVE DRIGGS AVE ASH ST,40.722175,-73.9498941
2019,22096,Kings,,,,16TH AVE,57TH ST,DAHILL RD,Brooklyn,91,17,,,,,6150.0,Brooklyn 16TH AVE 57TH ST DAHILL RD,40.6256812,-73.9772571
2019,22097,Kings,,,,GLENWOOD RD,FLATBUSH AVE,KINGS HWY,Brooklyn,113,17,,,,,10155.0,Brooklyn GLENWOOD RD FLATBUSH AVE KINGS HWY,40.6338777,-73.9487777
